pid,Segment_Q1,Segment_Q2,WC_Q1,WC_Q2,Analytic_Q1,Analytic_Q2,Clout_Q1,Clout_Q2,Authentic_Q1,Authentic_Q2,Tone_Q1,Tone_Q2,WPS_Q1,WPS_Q2,BigWords_Q1,BigWords_Q2,Dic_Q1,Dic_Q2,Linguistic_Q1,Linguistic_Q2,function_Q1,function_Q2,pronoun_Q1,pronoun_Q2,ppron_Q1,ppron_Q2,i_Q1,i_Q2,we_Q1,we_Q2,you_Q1,you_Q2,shehe_Q1,shehe_Q2,they_Q1,they_Q2,ipron_Q1,ipron_Q2,det_Q1,det_Q2,article_Q1,article_Q2,number_Q1,number_Q2,prep_Q1,prep_Q2,auxverb_Q1,auxverb_Q2,adverb_Q1,adverb_Q2,conj_Q1,conj_Q2,negate_Q1,negate_Q2,verb_Q1,verb_Q2,adj_Q1,adj_Q2,quantity_Q1,quantity_Q2,Drives_Q1,Drives_Q2,affiliation_Q1,affiliation_Q2,achieve_Q1,achieve_Q2,power_Q1,power_Q2,Cognition_Q1,Cognition_Q2,allnone_Q1,allnone_Q2,cogproc_Q1,cogproc_Q2,insight_Q1,insight_Q2,cause_Q1,cause_Q2,discrep_Q1,discrep_Q2,tentat_Q1,tentat_Q2,certitude_Q1,certitude_Q2,differ_Q1,differ_Q2,memory_Q1,memory_Q2,Affect_Q1,Affect_Q2,tone_pos_Q1,tone_pos_Q2,tone_neg_Q1,tone_neg_Q2,emotion_Q1,emotion_Q2,emo_pos_Q1,emo_pos_Q2,emo_neg_Q1,emo_neg_Q2,emo_anx_Q1,emo_anx_Q2,emo_anger_Q1,emo_anger_Q2,emo_sad_Q1,emo_sad_Q2,swear_Q1,swear_Q2,Social_Q1,Social_Q2,socbehav_Q1,socbehav_Q2,prosocial_Q1,prosocial_Q2,polite_Q1,polite_Q2,conflict_Q1,conflict_Q2,moral_Q1,moral_Q2,comm_Q1,comm_Q2,socrefs_Q1,socrefs_Q2,family_Q1,family_Q2,friend_Q1,friend_Q2,female_Q1,female_Q2,male_Q1,male_Q2,Culture_Q1,Culture_Q2,politic_Q1,politic_Q2,ethnicity_Q1,ethnicity_Q2,tech_Q1,tech_Q2,Lifestyle_Q1,Lifestyle_Q2,leisure_Q1,leisure_Q2,home_Q1,home_Q2,work_Q1,work_Q2,money_Q1,money_Q2,relig_Q1,relig_Q2,Physical_Q1,Physical_Q2,health_Q1,health_Q2,illness_Q1,illness_Q2,wellness_Q1,wellness_Q2,mental_Q1,mental_Q2,substances_Q1,substances_Q2,sexual_Q1,sexual_Q2,food_Q1,food_Q2,death_Q1,death_Q2,need_Q1,need_Q2,want_Q1,want_Q2,acquire_Q1,acquire_Q2,lack_Q1,lack_Q2,fulfill_Q1,fulfill_Q2,fatigue_Q1,fatigue_Q2,reward_Q1,reward_Q2,risk_Q1,risk_Q2,curiosity_Q1,curiosity_Q2,allure_Q1,allure_Q2,Perception_Q1,Perception_Q2,attention_Q1,attention_Q2,motion_Q1,motion_Q2,space_Q1,space_Q2,visual_Q1,visual_Q2,auditory_Q1,auditory_Q2,feeling_Q1,feeling_Q2,time_Q1,time_Q2,focuspast_Q1,focuspast_Q2,focuspresent_Q1,focuspresent_Q2,focusfuture_Q1,focusfuture_Q2,Conversation_Q1,Conversation_Q2,netspeak_Q1,netspeak_Q2,assent_Q1,assent_Q2,nonflu_Q1,nonflu_Q2,filler_Q1,filler_Q2,AllPunc_Q1,AllPunc_Q2,Period_Q1,Period_Q2,Comma_Q1,Comma_Q2,QMark_Q1,QMark_Q2,Exclam_Q1,Exclam_Q2,Apostro_Q1,Apostro_Q2,OtherP_Q1,OtherP_Q2,Emoji_Q1,Emoji_Q2
R_41mv5PqgOB4V5eO,1.0,1.0,167.0,115.0,40.41,19.66,18.87,2.58,53.22,38.57,67.39,20.230000000000004,20.88,19.17,17.37,26.09,94.01,90.43,73.65,66.96,59.88,60.86999999999999,14.37,14.779999999999998,8.38,11.3,4.79,8.7,0.0,0.0,0.6,0.0,2.99,0.87,0.0,1.74,5.99,3.48,14.37,13.04,8.98,6.96,0.0,0.0,13.17,13.04,12.57,15.65,4.79,7.83,8.98,8.7,1.2,0.87,21.56,17.39,7.78,4.35,3.59,1.74,3.59,2.61,1.8,2.61,1.2,0.0,0.6,0.0,29.94,28.7,0.0,0.0,20.96,24.35,6.59,4.35,3.59,5.22,4.19,6.09,2.99,3.48,0.6,0.87,5.39,4.35,0.0,0.0,5.39,1.74,4.19,0.87,1.2,0.87,1.8,0.87,0.6,0.0,1.2,0.87,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.58,6.96,3.59,3.48,0.0,0.87,0.0,0.0,0.6,0.0,0.6,0.0,0.0,0.0,6.59,2.61,0.0,0.0,1.2,0.0,2.99,0.0,0.0,0.87,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.0,6.59,3.48,0.6,0.0,0.0,0.0,5.99,3.48,0.0,0.0,0.0,0.0,1.8,3.48,0.6,3.48,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.6,1.74,8.98,0.87,7.19,8.7,0.6,2.61,1.2,0.0,4.19,4.35,0.6,1.74,0.0,0.0,0.6,0.0,3.59,1.74,7.19,0.87,3.59,2.61,0.6,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.97,14.779999999999998,4.79,5.22,5.39,6.96,0.0,0.0,0.0,0.0,3.59,0.87,1.2,1.74,0.0,0.0
R_41tqrr81pmslC2o,1.0,1.0,152.0,186.0,17.38,16.19,12.65,1.7799999999999998,94.58,90.26,39.38,20.23,12.67,18.6,19.74,19.89,94.74,91.94,76.97,73.66,56.58,57.53,16.45,15.05,10.53,11.290000000000001,7.89,8.06,0.0,0.0,1.32,0.0,0.0,1.08,1.32,1.61,5.92,3.7600000000000002,13.16,10.22,6.58,5.38,0.66,0.54,11.18,12.9,7.89,10.75,10.53,9.68,10.53,10.75,1.32,1.61,18.42,22.580000000000002,7.89,4.84,5.26,3.23,5.26,4.3,3.9499999999999997,2.15,1.32,0.54,0.0,1.61,39.47,36.56,0.0,0.54,20.39,26.879999999999995,3.29,5.38,1.32,2.15,5.26,5.91,3.9499999999999997,9.68,3.29,1.08,3.29,7.530000000000001,0.0,0.0,9.21,2.15,5.26,1.08,3.9499999999999997,1.08,3.9499999999999997,0.54,0.66,0.0,3.29,0.54,0.66,0.54,1.97,0.0,0.0,0.0,0.0,0.0,13.16,13.439999999999998,7.89,8.6,1.32,0.54,0.0,2.15,0.66,0.0,1.97,0.0,1.97,5.38,5.26,4.84,0.0,0.54,1.97,0.54,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9499999999999997,1.61,0.0,0.0,0.0,0.0,1.32,1.08,2.63,0.54,0.0,0.0,1.32,3.23,0.0,2.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.66,0.0,0.0,0.0,1.32,1.08,0.66,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,1.08,0.0,1.61,9.87,5.91,6.58,11.290000000000001,0.0,3.23,1.97,1.08,2.63,5.38,0.0,2.15,0.66,1.08,1.32,0.0,13.16,4.84,5.92,3.7600000000000002,5.92,4.84,1.97,0.54,1.32,0.0,0.66,0.0,0.0,0.0,0.66,0.0,0.0,0.0,23.68,17.74,6.58,4.84,5.92,3.23,2.63,0.54,0.0,0.0,5.26,6.99,3.29,2.15,0.0,0.0
R_41yLbDAOwRjV9ZD,1.0,1.0,158.0,122.0,15.860000000000001,9.82,4.66,3.19,42.57,43.46,8.44,11.8,19.75,20.33,16.46,19.67,94.94,94.26,75.32,72.13,60.76,61.48,15.19,14.75,9.49,9.02,6.96,6.56,0.0,0.0,0.0,0.0,0.0,0.82,2.53,1.64,5.7,5.74,10.76,11.48,5.7,4.1,0.63,0.0,13.289999999999997,11.48,12.03,13.11,6.96,7.38,12.03,11.48,2.53,2.46,21.52,20.49,6.33,4.92,1.9,1.64,4.43,4.1,3.16,2.46,0.63,1.64,0.63,0.82,32.91,33.61,0.63,0.82,22.78,26.23,3.16,4.92,4.43,4.1,6.96,6.56,4.43,4.92,0.0,0.82,5.7,7.38,0.0,0.0,2.53,4.1,0.63,1.64,1.9,2.46,1.27,1.64,0.0,0.0,1.27,1.64,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,13.92,9.02,8.23,3.28,0.0,0.0,0.0,0.0,0.63,0.0,0.63,0.82,6.96,2.46,5.7,5.74,0.0,0.82,2.53,0.82,0.0,0.0,0.0,0.82,1.9,0.0,0.0,0.0,0.0,0.0,1.9,0.0,5.7,3.28,1.27,0.0,0.0,0.0,2.53,3.28,1.9,0.82,0.0,0.0,2.53,4.1,0.0,3.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.63,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.63,2.46,8.86,7.38,7.59,8.2,2.53,2.46,0.63,0.0,4.43,2.46,0.63,3.28,0.0,0.0,0.0,0.0,3.16,3.28,1.27,0.82,6.33,3.28,1.27,0.0,0.63,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,10.13,6.56,5.06,4.92,0.63,0.0,0.0,0.0,0.0,0.0,3.16,1.64,1.27,0.0,0.0,0.0
R_42DGL2I53q6AtnU,1.0,1.0,252.0,139.0,49.68,58.66,5.21,1.06,95.34,64.34,8.95,29.97,42.0,23.17,21.83,26.62,94.84,87.05,68.25,70.5,57.54,56.12,10.71,14.39,8.33,10.79,6.75,8.63,0.4,0.0,0.0,0.0,0.0,0.0,1.19,2.16,2.38,3.6,15.87,17.27,9.52,8.63,0.79,2.16,10.32,11.51,9.52,8.63,5.95,2.88,9.13,7.19,1.19,0.72,15.48,17.27,7.94,5.76,6.75,6.47,4.37,1.44,3.17,0.0,1.19,1.44,0.4,0.0,32.54,24.46,0.4,0.0,21.03,17.99,7.54,5.04,1.19,0.72,3.57,5.04,4.76,4.32,0.0,0.0,6.35,6.47,0.0,0.0,4.37,2.16,1.59,1.44,2.78,0.72,0.79,1.44,0.0,0.72,0.79,0.72,0.0,0.0,0.4,0.72,0.0,0.0,0.0,0.0,7.54,10.07,2.78,7.91,0.4,0.72,0.0,0.72,0.0,0.72,0.4,0.0,1.59,3.6,4.76,2.16,0.0,0.0,1.59,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,1.19,0.0,11.51,2.88,2.38,0.0,0.0,0.0,5.95,2.88,3.17,0.0,0.0,0.0,6.35,5.76,1.59,5.04,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.37,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.79,1.44,0.0,0.0,5.56,2.88,7.94,5.04,1.19,0.72,0.0,0.0,4.76,2.88,0.4,0.0,0.0,0.0,1.19,1.44,5.56,2.16,6.75,1.44,2.38,4.32,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9,10.79,1.98,4.32,5.16,5.04,0.4,0.0,0.0,0.0,0.4,0.0,3.97,1.44,0.0,0.0
R_42MC2sq8D1AMHgC,1.0,1.0,113.0,97.0,43.9,24.23,14.66,4.96,34.53,31.5,11.27,91.57,14.13,8.82,16.81,12.37,90.27,95.87999999999998,71.68,80.41,61.06,62.89,15.93,23.709999999999997,9.73,16.49,6.19,10.31,0.0,0.0,0.0,0.0,3.54,5.15,0.0,0.0,6.19,7.220000000000001,17.7,17.53,8.85,9.28,0.88,0.0,12.39,9.28,12.39,9.28,5.31,7.220000000000001,4.42,3.0899999999999994,1.77,1.03,18.58,22.68,4.42,5.15,2.65,3.0899999999999994,5.31,2.06,2.65,1.03,1.77,0.0,0.88,1.03,28.32,40.21,0.88,0.0,15.04,26.8,5.31,9.28,2.65,2.06,3.54,7.220000000000001,1.77,5.15,0.0,0.0,2.65,4.12,0.0,0.0,6.19,5.15,2.65,5.15,3.54,0.0,1.77,2.06,0.88,2.06,0.88,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,10.62,17.53,5.31,11.34,0.88,0.0,0.0,0.0,1.77,0.0,0.0,1.03,2.65,8.25,5.31,6.19,0.0,0.0,1.77,0.0,0.0,0.0,3.54,5.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65,6.19,0.0,0.0,0.0,0.0,1.77,6.19,0.88,0.0,0.0,0.0,3.54,6.19,1.77,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,6.19,4.12,4.42,3.0899999999999994,0.88,0.0,0.0,0.0,3.54,1.03,0.0,1.03,0.0,0.0,0.0,0.0,5.31,3.0899999999999994,5.31,6.19,6.19,4.12,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.27,11.34,7.08,9.28,3.54,1.03,0.0,0.0,0.0,1.03,0.0,0.0,2.65,0.0,0.0,0.0
R_439cnIgNhLdMTUI,1.0,1.0,163.0,126.0,18.84,21.46,18.45,2.75,65.03,92.84,20.23,0.0,23.29,25.2,21.47,19.05,94.48,92.86,73.62,75.4,60.74,62.7,13.5,17.46,6.13,10.32,3.68,7.14,1.23,0.0,0.0,0.0,0.0,0.0,1.23,2.38,7.36,7.14,15.34,15.87,7.36,7.94,0.0,0.0,8.59,10.32,14.72,13.49,7.36,1.59,7.98,11.11,0.61,1.59,23.93,21.43,5.52,3.97,1.84,3.17,3.68,3.97,2.45,1.59,0.61,0.79,0.61,1.59,31.9,34.92,0.0,0.79,19.02,22.22,6.13,7.14,3.07,3.17,3.68,3.17,2.45,5.56,0.0,0.0,6.13,7.14,0.0,0.0,2.45,0.79,1.23,0.0,1.23,0.0,0.61,0.79,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.59,10.32,3.68,5.56,0.0,0.0,0.0,0.79,0.0,0.79,0.0,0.0,2.45,3.17,4.91,4.76,0.0,0.0,1.23,0.0,0.0,0.0,0.0,0.0,1.23,0.0,0.0,0.0,0.0,0.0,1.23,0.0,6.75,3.97,1.23,0.0,0.0,0.0,4.91,3.97,0.61,0.0,0.0,0.0,4.91,5.56,1.23,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,2.38,0.0,0.0,8.59,3.97,4.29,2.38,1.23,0.0,0.61,0.0,2.45,2.38,0.0,0.0,0.0,0.0,0.0,0.0,4.91,5.56,7.36,3.17,4.91,6.35,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,9.52,4.29,3.97,4.91,3.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59,0.0,0.0
R_43bHQ8gIy43Qqn7,1.0,1.0,79.0,73.0,50.32,58.56999999999999,11.43,1.04,29.73,92.42,38.56,82.37,11.29,10.43,17.72,20.55,89.87,94.52,75.95,73.97,55.7,58.9,15.19,13.7,8.86,9.59,5.06,8.22,0.0,0.0,0.0,0.0,2.53,0.0,0.0,1.37,6.33,4.11,17.72,13.7,8.86,6.85,0.0,0.0,11.39,17.81,11.39,10.96,5.06,4.11,5.06,6.85,0.0,2.74,20.25,19.18,11.39,10.96,7.59,4.11,0.0,4.11,0.0,2.74,0.0,1.37,0.0,0.0,32.91,32.88,0.0,0.0,21.52,21.92,3.8,6.85,0.0,2.74,2.53,2.74,7.59,5.48,0.0,0.0,7.59,6.85,0.0,0.0,6.33,4.11,3.8,4.11,2.53,0.0,1.27,0.0,0.0,0.0,1.27,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0,8.86,12.33,2.53,8.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37,2.53,4.11,6.33,4.11,0.0,1.37,0.0,0.0,0.0,0.0,2.53,0.0,0.0,1.37,0.0,0.0,0.0,0.0,0.0,1.37,3.8,0.0,0.0,0.0,0.0,0.0,2.53,0.0,2.53,0.0,0.0,0.0,2.53,2.74,1.27,2.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37,0.0,1.37,0.0,0.0,3.8,4.11,2.53,9.59,0.0,2.74,0.0,0.0,2.53,5.48,0.0,2.74,0.0,0.0,0.0,0.0,1.27,1.37,2.53,4.11,6.33,2.74,1.27,2.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.92,9.59,8.86,9.59,3.8,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0,0.0,0.0
R_448C7cW8wSXpC6o,1.0,1.0,113.0,77.0,5.92,18.12,61.1,1.0,76.63,24.32,32.5,39.1,113.0,19.25,12.39,16.88,98.23,94.81,72.57,75.32,56.64,63.63999999999999,20.35,16.88,12.39,12.99,4.42,11.69,2.65,0.0,0.88,0.0,0.0,0.0,3.54,1.3,7.96,3.9000000000000004,10.62,15.580000000000002,6.19,5.19,0.88,1.3,6.19,11.69,12.39,11.69,9.73,5.19,4.42,7.790000000000001,2.65,3.9000000000000004,19.47,20.78,7.08,6.49,2.65,5.19,7.96,2.6,5.31,1.3,0.88,1.3,1.77,0.0,32.74,28.569999999999997,0.0,1.3,16.81,23.38,5.31,3.9000000000000004,3.54,2.6,2.65,10.39,3.54,2.6,0.88,0.0,2.65,3.9000000000000004,0.0,0.0,7.96,3.9000000000000004,4.42,2.6,3.54,1.3,0.88,3.9000000000000004,0.88,2.6,0.0,1.3,0.0,1.3,0.0,0.0,0.0,0.0,0.88,0.0,15.93,10.39,5.31,6.49,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,4.42,5.19,10.62,3.9000000000000004,0.0,0.0,0.88,0.0,0.0,0.0,0.88,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.88,0.0,3.54,2.6,0.0,0.0,0.0,0.0,2.65,0.0,0.0,0.0,0.88,2.6,6.19,3.9000000000000004,1.77,3.9000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.42,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.77,1.3,0.0,0.0,0.88,1.3,0.0,0.0,0.0,0.0,2.65,0.0,0.0,0.0,8.85,5.19,7.96,7.790000000000001,0.0,1.3,0.88,0.0,6.19,5.19,0.88,1.3,0.0,0.0,0.0,0.0,5.31,0.0,3.54,0.0,6.19,1.3,2.65,1.3,1.77,0.0,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.73,11.69,0.0,5.19,3.54,2.6,0.0,0.0,0.0,0.0,6.19,3.9000000000000004,0.0,0.0,0.0,0.0
R_44HKb6nrJlMLXVL,1.0,1.0,154.0,158.0,4.5,18.3,1.44,4.66,88.28,29.73,13.300000000000002,13.460000000000003,14.0,13.17,22.73,25.32,93.51,92.41,74.03,75.95,57.79,62.03,18.18,13.289999999999997,12.99,8.86,11.04,8.23,0.0,0.0,0.0,0.0,0.0,0.0,1.9500000000000002,0.63,5.19,4.43,11.69,15.82,3.9000000000000004,5.06,0.0,0.0,7.790000000000001,10.76,12.34,13.92,9.74,6.33,7.790000000000001,8.86,2.6,1.9,24.03,22.15,3.25,10.76,3.9000000000000004,5.06,1.3,4.43,0.65,1.9,0.65,0.0,0.0,2.53,38.96,25.949999999999996,1.9500000000000002,1.27,26.620000000000005,21.52,9.09,5.06,2.6,2.53,5.19,5.7,3.9000000000000004,5.06,0.65,0.63,2.6,3.8,0.0,0.0,3.25,1.9,1.3,0.63,1.9500000000000002,1.27,0.65,1.27,0.0,0.0,0.65,1.27,0.0,0.63,0.65,0.0,0.0,0.0,0.0,0.0,5.84,6.96,2.6,4.43,0.65,0.0,0.0,0.0,0.65,0.0,0.0,0.0,1.3,1.27,3.25,4.43,0.0,0.63,0.65,0.63,0.0,0.0,0.0,0.0,1.9500000000000002,1.27,0.0,0.0,0.0,0.0,1.9500000000000002,1.27,9.74,2.53,1.3,0.0,0.0,0.0,7.14,2.53,1.3,0.0,0.0,0.0,1.9500000000000002,3.8,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9500000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.9,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.65,2.53,9.74,7.59,3.9000000000000004,3.16,1.3,1.27,0.65,0.63,1.3,1.27,0.65,1.9,0.0,0.0,0.65,0.0,5.19,1.9,11.04,1.9,1.3,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.48,19.62,7.14,7.59,7.14,7.59,0.0,0.0,0.0,0.0,3.9000000000000004,1.9,1.3,2.53,0.0,0.0
R_45Ae219AVS6KIs1,1.0,1.0,163.0,141.0,9.65,17.13,23.77,1.0,94.62,91.07,77.2,20.23,16.3,20.14,13.5,20.57,95.71,92.91,73.01,70.21,63.19,60.279999999999994,19.02,16.31,14.11,9.93,8.59,9.22,1.23,0.0,2.45,0.71,0.0,0.0,1.23,0.0,4.91,6.38,12.88,15.6,6.75,5.67,1.23,0.0,11.04,9.93,11.66,12.77,9.2,2.13,8.59,9.93,3.07,3.55,19.02,18.44,2.45,7.09,3.68,3.55,7.98,0.71,4.91,0.71,1.84,0.0,1.84,0.0,29.449999999999996,32.62,1.23,2.13,15.34,19.86,3.07,2.84,3.07,7.09,2.45,2.84,2.45,3.55,1.84,0.0,3.68,8.51,0.0,0.0,4.91,2.13,4.29,0.71,0.61,0.71,1.84,0.71,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.27,4.26,3.68,2.13,0.61,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.61,2.13,8.59,1.42,0.0,0.71,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.71,3.68,0.0,3.07,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,4.91,9.93,0.61,9.93,0.0,2.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.29,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,1.42,0.0,0.0,0.61,0.71,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.71,7.36,5.67,10.43,6.38,0.0,2.84,0.61,0.0,6.75,3.55,3.07,0.0,0.0,0.0,0.0,0.0,6.75,4.26,4.91,0.0,7.98,4.26,1.84,3.55,1.23,0.71,1.23,0.71,0.0,0.0,0.0,0.0,0.0,0.0,12.88,6.38,5.52,4.26,1.23,0.0,0.61,0.71,0.0,0.0,4.91,1.42,0.61,0.0,0.0,0.0
R_45sFQ1KiRZd5vcZ,1.0,1.0,150.0,99.0,26.95,23.1,32.56,34.31,49.13,50.45,29.19,4.48,21.43,24.75,18.67,16.16,92.0,92.93000000000002,71.33,71.72,59.33,61.620000000000005,16.0,20.2,10.67,14.14,6.0,8.08,0.67,0.0,2.0,3.03,0.0,0.0,2.0,1.01,5.33,6.06,16.0,11.11,7.33,4.04,1.33,0.0,12.67,17.17,11.33,11.11,6.67,6.06,6.67,8.08,4.0,2.02,17.33,17.17,7.33,5.05,2.67,0.0,6.67,6.06,6.67,5.05,0.0,0.0,0.0,1.01,26.67,26.26,0.0,1.01,17.33,22.22,5.33,6.06,3.33,1.01,3.33,8.08,0.67,2.02,1.33,1.01,4.67,3.03,0.0,0.0,6.0,2.02,3.33,0.0,2.67,2.02,1.33,1.01,0.0,0.0,1.33,1.01,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,17.33,17.17,6.67,8.08,1.33,0.0,0.0,0.0,0.67,0.0,0.67,0.0,4.0,4.04,10.67,9.09,0.0,1.01,4.67,1.01,0.0,0.0,0.0,0.0,0.67,1.01,0.0,0.0,0.0,0.0,0.67,1.01,4.0,3.03,0.67,0.0,0.0,0.0,3.33,3.03,0.0,0.0,0.0,0.0,4.0,5.05,0.67,3.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,10.0,8.08,4.0,8.08,0.67,0.0,0.67,1.01,2.67,6.06,0.67,1.01,0.0,0.0,0.0,1.01,2.0,2.02,3.33,1.01,6.0,2.02,0.0,0.0,0.67,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.67,10.1,4.0,4.04,4.0,4.04,0.67,0.0,0.0,0.0,3.33,2.02,2.67,0.0,0.0,0.0
R_46sDFz0luDI3hex,1.0,1.0,194.0,180.0,34.97,13.5,15.2,12.06,53.169999999999995,25.219999999999995,52.04,14.18,16.17,18.0,18.04,19.44,96.91000000000001,95.56,76.29,75.0,58.25,64.44,14.95,19.44,9.28,13.890000000000002,5.67,8.33,0.0,0.0,0.0,1.6699999999999997,0.0,0.0,3.6100000000000003,3.89,5.67,5.56,15.46,15.0,6.7,6.67,1.03,0.56,13.4,12.780000000000001,11.859999999999998,12.219999999999999,4.12,7.22,9.28,9.44,1.55,2.22,23.709999999999997,18.89,7.73,3.89,4.12,2.78,4.64,5.56,3.0899999999999994,2.78,1.55,2.22,0.0,0.56,33.51,31.67,1.03,0.56,21.65,25.0,7.220000000000001,4.44,2.58,1.6699999999999997,6.19,8.33,1.55,7.22,0.52,0.0,4.12,5.0,0.0,0.0,7.220000000000001,2.78,4.64,1.11,2.58,1.6699999999999997,2.06,1.6699999999999997,0.52,0.0,1.55,1.6699999999999997,0.52,1.11,1.03,0.0,0.0,0.0,0.0,0.0,12.37,14.44,6.19,6.67,1.03,0.0,0.0,0.0,0.52,0.0,0.52,0.0,3.6100000000000003,5.56,6.19,7.78,0.0,1.11,1.55,1.11,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.52,0.0,6.19,3.33,1.55,0.0,0.0,0.0,4.64,3.33,0.52,0.0,0.0,0.0,4.12,3.33,0.52,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0899999999999994,0.0,0.0,0.0,0.0,2.22,1.55,0.0,1.03,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.56,0.0,0.0,0.0,0.56,7.73,7.22,4.12,4.44,0.52,0.56,0.52,0.56,1.55,2.22,1.03,1.11,0.0,0.0,0.52,0.0,5.67,2.22,3.6100000000000003,1.6699999999999997,3.6100000000000003,2.78,1.55,0.56,0.0,0.56,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,14.43,16.11,6.19,5.56,2.06,4.44,0.0,0.0,0.0,0.0,3.0899999999999994,3.33,3.0899999999999994,2.78,0.0,0.0
