pid,text
R_4kppi5Tsg3rTVkZ,"I feel really angry, because A didn't respond my message when we had to find and choose a restaurant. I made all staffs by myself and paid the deposit, but A told me we shouldn't go 3 hours before the booking time. I will say to A: why don't you tell me this when I ask for your opinion? yes, I also think we shouldn't go after I read your message, but I already paid the deposit and it un-refundable. what do you think we should do now??? I decide trust A's information, because I don't want take we into a risks. I'll change plans, but I'll ask A to make a new plan and tell B what's happened."
R_4lLa3jvZvd4lVpy,"Should probably avoid restaurants with cases of food poisoning. Although, being a very good restaurant with good critic reviews, the chances of it happening again are low and the non-refundable deposit has already been paid. I would tell this to Friend A. The news source could also be untrustworthy. Keep booking for these reasons."
R_4dudAjdABDb7Msl,"Are they really sending this message now? They weren't trying to help me a month ago. I won't reply back with anything yet - I need time to think. I remember seeing that there were great reviews from food critics from this place. I should check when these negative Google reviews were made. I did pay a non-refundable deposit though, so unless I find out that the reviews were recent or a common experience, I will keep the booking."
R_4Oqsqm5fERNfAw0,"A. My initial reaction would me being a bit flustered at the response and feeling a bit mad at the sudden switch up in plans. I would also feel a bit angry as I was the one helping plan the outing a month ago, with friend B being unresponsive then and suddenly very responsive now about their opinions about the restaurant booking. B, I would text back in a calm but logical manner saying that their opinions are slightly last minute and that I have already paid a deposit for the booking. I would also tell them that the 'food poisoning' incident could have been a one off thing, or some random customers writing false reviews. C, I would trust the information of food critics, knowing the fact that they review restaurants as a career, and thus have creditable titles. D, Before we make a final decision, I would do a google search myself, about the reviews for the restaurant, and if the most recent reviews are rated on the higher side, I would text the friend and tell them this information. If it turned out that Friend A was right, where a bulk of the recent reviews for the restaurant were about food poisoning, then I would either just tank the deposit, or ask that friend to split the deposit (seeing that they were unresponsive about the celebrations a month ago, and that they still have some responsibility over the planning) - I would also do some quick searches for other restaurants. Overall, I would keep the booking, seeing that other nearby venues are full and it would be too last minute to change anything."
R_4erpfpI8p1ZfDah,id be annoyed at first and my first reaction would be disappointment and frustration. id remind friend A that they left me to book the dinner alone so its not really fair for them to have an opinion only three hours before the dinner. id tell them if they can find another restaurant and send me half the deposit i already paid then we can go elsewhere if they really want to. but id show them the great reviews from the food critics and stay confident with my choice of restaurant. ultimately i dont think there will be any other availability's in nearby restaurants so we will end up going to the one i initially chose.
R_9mZKOVSC49g5zX3,"My first instinct might have been something like, ""What? Are you serious? After I asked and got a silent response, and finally I had to make the decision all by myself after a month?"" I might have felt frustrated and doubtful. I might have said to A, but now there are only three hours left. If we need to look for a new restaurant now, we might not be able to find a suitable one. And did many people say that in your comment? Or was it just an exception? If it was an exception, it might be caused by reasons such as competitors or guests having poor digestion, etc. Or we could also check on the local health bureau government platform to see if there are any public information about this restaurant. This should be relatively authoritative information. And I heard that the food critics of this restaurant have very high ratings. If we can't confirm that we can't find a suitable restaurant, perhaps we could also try this restaurant. Finally, because of these official information, multiple comments from various sources, the costs we have already paid and that are irrecoverable, I decided to keep the reservation."
R_4Dvwp2rXBfPgWnp,"I would feel frustrated and angry at my friend. This is because I would most likely recall how my friend did not respond and if they had helped earlier this would most likely not happen. I would also be feeling that way just about how this is happening so last minute. I would then message my friend complaining about how they did not respond and if they had helped this would not have happened. Then I would tell them about how there is good food reviews from critics but, and that I will check about how many food poisoning reviews are there, and wether they are over a long period of time or close to each other as if there reviews are over a long period of time then its better to look at other places, and also if there is more than 4 food poison reviews its again best to not go but if its less than 4 and over a spam of long period of time then we should just go as its very unlikely for anything to happen. I would still base our decisions on reviews as I feel like they are more trust worthy than food critics. After seeing the reviews, based on what I said, I would make a decision."
R_944ny0AxPq31Zip,"A. Very annoyed and upset. I can't believe they finally decided to speak up at a point where nothing can be done to fix it. I'd feel as though they thought their judgement was better than mine and I'd be slightly panicked as well because of the lack of time to find a place everyone would enjoy. B. I'd probably let their response sit for a while after I'd seen it as a way to channel my anger about their lack of response. Then I would text back something along the lines of ""If you can find a better restaurant to go to, I'm down otherwise we are going to x restaurant in 3 hours"". I'd also attatch screenshots of the critic reviews I saw. C. I would look at overall ratings and also the extreme 5 star and 1 star reviews to see if anything seemed off about them. I'd also check multiple websites and potentially Tiktoks. D. I'd consider what the birthday person likes and if their preferences are closer to mine or friend A's before I make my final decision. I would keep the booking as there doesn't seem to be enough time to make new plans that would be equally well organised. I would perhaps suggest friend A to choose a dessert place in case the restaurant was bad to make sure the night ends well and both of us had input in the planning."
R_4bQ7vkzPuystEuH,"When I received that last-minute message from friend A—just three hours before dinner—I was shocked and frustrated. A month ago, when I asked for help to book a restaurant for friend B’s birthday, they completely ignored my texts. So I made the reservation myself, even paid a non-refundable deposit. Now, suddenly, they show up with a screenshot of a negative Google review claiming someone got food poisoning? At first, I panicked. But then I reminded myself why I chose this restaurant in the first place. It had amazing reviews from trusted food critics, a high rating overall, and a strong reputation. I decided to investigate further before reacting. I called the restaurant to ask if they had received any recent complaints—they hadn’t. I also looked up the restaurant’s health inspection record and found no issues. After weighing the facts, I decided to stick with my original plan. One anonymous review wasn’t enough to change everything last minute. I’ll monitor the situation closely, but I’m confident in the choice I made."
R_4EFJc6lUEDNDi9w,"I would propably still go to the restaurant. I may confuse about why A know I book this restaurant and why stop responding my text before but now giving me feedback, is there anything wrong with A and B? Then, I would check the Googld review and other social media to verify the ""food poisoning"". I would thank A for the reminder and ask her why she didn't reply to my message. And I will judge my previous doubts based on A's response. I would consiser although there is food poisoning, it a matter of probability -- bad experiences can happen occasionally. Since this place has strong review from food critics, the deposit cannot be refund and most other retaurants are already fully booked, I think it is still worth going."
R_9wubrUCWKLR4c2Y,"my immediate reaction since that friend A is not a very reliable friend. To not help at all with planning and then suddenly having a problem on the day of is inappropriate. I would say to friend A that when selecting the restaurant I saw various great food reviews from critics, and I've also paid a non-refundable deposit so we will have to stick with the restaurant. I trust that all information is trustworthy but there's not much to do to change the matter now. If friend A is really worried they can call the restaurant and ask about these negative reviews or avoid the foods that these included. I would keep the booking, as I want to keep my money and partly also as the friend didn't offer at all to help organise so they don't get a say, particularly the day of"
R_9THr3sTh9orw2vF,A. immediate annoyance would get me. B. That they did not even help with the process of the booking so they do not have the right to complain about possible food poisoning incidents. C. I would decide based on the majority of what the reviews tell me and deduct that friend a is being over dramatic about the situation all in all. D. I would keep the booking and might uninvite friend a.
R_4eKgzneBgOcLEid,"I will immediately click to read the comments about poisoning, but I will still feel quite angry. If the person who does not care about anything just enjoys himself, I will not care. If the poisoning is serious, then I probably won't go, but the money for booking the restaurant needs to be paid by me."
R_9bLnX1BQG4bDWWB,"Immediately, my gut reaction, and honestly anyone's initial reaction would be despair. To have been given a whole month to complete such an otherwise simple task, only to not fulfil it, would be incredily disappointing. Shamful even. The first thing I would say to friend A is to sit them right down and investigate why they had left you hanging for weeks on end. Though it mightn't be the best use of time, I feel that it would at least dispel some of the built up tension. After we've discussed the elephant in the room, we would then figure out whose sources are more trustworthy, by simply considering the reliability of our food critics, and their google reviews. Hopefully, there should be enough of a sample size for one of the two to deduce an objective answer. If the worst case scenario transpires i.e. food poisoning seems to run rampant, we'd have to give one last ditch attempt at finding another restaurant. I personally do not think calling off the event would be viable, depending on the number of attendees, as it would be very abrupt for the most trivial of reasons. If no restaurant is available, we might just have to go through with the current one and hope for the best, giving a large disclaimer to all attendees that they might risk getting sick idk"
R_4urgxvgc132zoCi,I would be quite annoyed at friend A and would tell them they should've responded earlier or said something before I had booked the restaurant. I would still go to the restaurant though because it'd already been paid for and just kept the food poisoning information in mind (maybe chosen something that didn't have to be cooked). I'd leave the booking all to friend A the next time unless they specifically asked for my help with it all.
R_9kHvimlWxabzpn3,"I would feel annoyed at Friend A for bringing this up so late after not contributing to the planning and leaving the job to me. I would say to Friend A that I had to pay a non-refundable deposit and other restaurants are all booked out so we should probably go to the restaurant anyways. But i would also ask if they had any other restaurants they could find and book. I would look at the reviews to see if there are any more people who got food poisoning but i would probably insist it was a rare happening and ignore it to go to the restaurant instead. Ultimately, i would keep the booking because I paid the deposit and other venues are mostly full."
R_9zSm0Rtpydxh50L,"I would feel annoyed as I was ghosted until last minute, where Friend A didn't even contribute to picking and now he is complaining about the place I picked. I would tell Friend A, maybe if he / she helped me earlier, we would have found a better restaurant. I would also call up the restaurant and ensure they have certificates that show how safe their food is, and ask nearby friends if they have had the restaurant and get opinion. I would also if I really cannot find any alternatives, ask Friend B if that restaurant would be suitable for his birthday. I believe if most my friends say it's a good restaurant and they have certificates that ensure they are up to high quality, I would keep the booking."
R_9ewvQqcISGg20dM,"a. I feel speechless because he didn’t reply to my messages before, but once I made the decision, he suddenly came to question the option I chose. Why didn’t he say anything earlier? b. Oh, really? But a lot of restaurants are already full now. It’ll be troublesome to look for another one at this point. c. Food poisoning sounds more believable. d. Check the negative reviews f. change plans, because negative reviews are more believable."
R_9kTCAUflKkIxCMx,"My immediate reaction is to just continue to the restaurant as the situation says that i havent found anything negative myself and that the friend hasnt been responding which indicates that they are not that close to me. I'd double check online to see if i can find anything negaitve about it and if not I'd just continue. This might be different if the friend is a really close when which if that was the case, I may consider cancellation but otherwise it makes most sense to just go as it is non refundable and in this specific situation, I myself have not found anything supporting his claims."
R_4hz1oupZI1VLOKO,"a. My immediate emotional reaction is of annoyance, since Friend A didn't bother to even help me pick the restaurant, let me send a deposit, and *then* sent me the Google reviews. If Friend A was too busy, that's one thing, but there was no communication. b. I'd say ""I appreciate the warning but I really think you should have helped me with this earlier. I wasn't aware of the reviews and now I have a non-refundable deposit, a money hole. Please help me find another place, although it's such short notice."" c. I'd trust the negative reviews more. Food critics would be more likely to receive good food, since they were specifically writing reviews on it, and regular customers would be a better metric for the overall quality of the restaurant. d. I'd tell Friend A that we should split for a different restaurant (change plans), and then find another one in the area for Friend B."
R_40TVJRQSynAT7Gu,"A. Immediately after Friend A brings this to my attention, I would feel very irritated and upset by them. B. I would tell them that I had already made the reservation a month in advance, which they were aware of. Knowing this, they could have informed me of the bad Google Reviews earlier, instead of telling me on the day when it was too late. I would also say that I gave them the opportunity to help me find a restaurant and provide their input, but they chose to ignore my messages. So it wouldn't be fair for Friend A to suggest that we shouldn't go 3 hours prior to the booking, when they deliberately chose to stop responding to my texts during the initial stages of planning. I would also voice that they're not respecting my time since they decided to inform me of the poor ratings on the day of the event, leaving me with little to no options on what to do. C. Although I have a high amount of respect for food critics, I would regard the numerous accounts of food poisoning from other customers more. I think this ties in with my own personal experiences with food poisoning from restaurants before, so I would like to try my best to avoid it from happening again. D. Before making a decision on what to do next, I would consult the other guests, but most importantly, Friend B. I would value their decision the most since it's their birthday. Overall, I would choose to change plans despite how annoyed I would be, especially considering the non-refundable booking. However, I would rather lose that money than take chances at everyone getting food poisoning and ruining the celebration even more."
R_97CH322YiXUy0cp,"My initial reaction is a mix of annoyance and frustration towards Friend A for bringing up potential food poisoning at such short notice. I feel like they may be trying to cause unnecessary drama or sabotage the plans. I would likely reply to Friend A expressing my surprise at their sudden concern and questioning why they didn't mention this earlier during our planning. When deciding which information to trust, I would weigh the credibility of professional critics' reviews against random Google reviews mentioning food poisoning incidents. I would also consider the overall positive reputation of the restaurant. Before making a final decision, I would quickly search for more recent reviews or news articles about the restaurant to check if there have been any recent food safety issues. Ultimately, I would stick with the original booking at the restaurant. The positive professional reviews and my past positive experiences there outweigh the last-minute concerns raised by Friend A. I would also keep an eye on everyone's well-being during and after the dinner."
R_9ADm21vJo7nh1VT,"I would feel annoyed as my plans are being disrupted in this way, especially after friend A stopped responding. I would encourage them to still go through with the booking despite the reviews. Although I would trust the food poisoning information more, as both are online reviews but one is negative meaning there is a higher change of negative impact, I have already made a non-refundable deposit. I would be careful of any food I order and avoid risky food. I would encourage everyone to go still."
R_4iOlrUy7IyRo5DX,"I would firstly be quite mad, hopefully understandably. The fact he now wants to provide his opinion after Ive paid a deposit has got me angry. I'd want to confront him and say something along the lines of ""Oh so now you want to do some research a few hours beforehand when you had a whole month to show me this. Don't start now because you had stopped responding to my texts what else was i supposed to do?"" Despite my anger, I'd find him the reviews that I'd read and we'd compare. I'd come up with an ultimatum, because at the end of the day If we end up having a terrible experience it will be on me. I'd propose we don't go, find somewhere else, but he'd have to pay me half the deposit. I would still be angry, but ultimately this event is for Friend B, and tension between Friend A and I would lead to a bad birthday for him."
R_4aUK0rI5Q5xMv99,"A. Anger and frustration towards the friend. Not only that they left when it was time to actually help and make a deposit but also that they are looking at negative reviews to be contrarian. B. I am not as confrontational as I should be but I would definitely go ahead with the booking and brush him/her off. C. I wouldn't deny that some people got food poisoning but if it is a popular restaurant with thousands dining a week and there was an occasion or 2 where people got food poisoning, it wouldn't bother me. D. Nope. The deposit has been paid so we will go ahead with it. We would keep the booking because the deposit has been paid, if the friend didn't leave before then he could have helped make the decision but they did leave therefore it is not up to them at this point."
R_9lztR3uL6egBey2,"Firstly, as it is a serious and important thing which I expect my friend to act with. If they ignore my texts, it would make me mad and disappointed, but I would say regardless that he or she was being lazy or ignorant in this matter if it turned uglier. How I would decide if the information is trustworthy is I would ask others, or see well known reviews about the place. As Friend A was late in response his or her opinion would not matter to me. I would keep the booking regardless."
R_4Eheu30i18UxWo5,"I've made a mistake about choosing the restaurant but it is solvable - maybe - we can always pick another restaurant. Yes there was a non refundable deposit but as long as thee is no cancelation/late fee then we can just go somewhere else. If there is a cancelation/late fee then may be we can just go there for a couple of drinks. To Friend A, you should've communicated to me straight away if you wanted to be apart of the planning. You can't just ghost someone as you start planning for someone's BIRTHDAY, like you need to communicate if you want a say. I would check the google reviews and see how current the negative ones are/check the most current reviews. Just because a place is 4-5 star doesn't mean that currently they deserve that rating, and the most current reviews will explain the current conditions. Final choice would be research, and then if the reviews are correct; take it as a fail and just pick another place because at the end of the day you don't want anyone sick on their birthday."
R_97VvwanVzOGTy6T,"You did not decide to initially help when planning for friend B's birthday and instead ghosted my texts. Your input is late and would have been much appreciated when I first asked for your opinions as well as any other thoughts or concerns you had. I have done some research and looked through a couple restaurants, according to food critics (which in my opinion are more reliable sources than the average customer) the restaurant is rated highly. Despite this, if we still wanted to book another restaurant, it would be too last minute as other nearby venues are full so we are much better off sticking with the restaurant that was originally agreed on. I can try to find other restaurants however I don't think we will find one to accommodate our party so last minute, this is exactly why planning prior is important. I will be keeping the booking due to these reasons."
R_9UflZdQoAT9DJQ4,"I would feel disappointed, but I would take action and start looking at restaurants, making a booking for us. I'd then let the whole group know that I made an appointment, but also text Friend A individually to let them know that they didn't need to spend time anymore searching. I'd look for a cuisine that the birthday person enjoyed, and address any allergies within the group. I would change the plans since I am nervous about the previous reviews involving food poisoning and would choose to make new plans over the risk of getting food poisoning."
R_4TPMkluCQ2DzeWR,"i'd be annoyed and frustrated. why would you disagree the day of? why didn't you book somewhere you thought was better? why is it up to me to do? if you want to change the booking you need to find a better alternative, otherwise we're staying with this one. especially if i had paid non-refundable deposit, i wouldn't let the plans to be changed unless compensated. ask friend a why they only just said something. tell friend a that I've seen good reviews. I honestly at that point wouldn't care, i'd still go and just be cautious when im there. keep the booking"
R_4jDrMj7MSEYhv6g,"My immediate reaction was anger, and I asked friend A why she didn't mention the negative news about the restaurant before I asked for help or made a reservation. However, if this restaurant has ever caused a food poisoning incident, I must also take it seriously. I'll check to see if the negative review is from a long time ago and to see if there are other restaurants nearby that still have space. I also call restaurants directly to ask if they've had any recent customer complaints about their food, and look at recent trends in the review section to see if the negative review is an isolated phenomenon or repeated. In my opinion, if the comment about food poisoning is an exception, and the restaurant is highly praised by the gourmets, I will not easily change the restaurant temporarily, which is not only unfair, but also the non-refund of the reservation fee will cause me a loss."
R_9qkbBEEu4LBm4Vh,"As soon as I saw Friend A’s message about the food poisoning reviews, my heart dropped a little. I was annoyed, honestly, not just because of the message, but because they didn’t help at all with the booking in the first place. Now, three hours before dinner, they suddenly raise concerns? I felt frustrated and stressed, especially since I’d already paid a non-refundable deposit. I’d probably text Friend A back with something like, “Hey, that’s concerning — but where was this energy a month ago when I asked for help booking? We’re kind of out of options now.” That may sound harsh, but it’s the truth, and we need to be practical. To figure out if the food poisoning claims are valid, I’d check the date and frequency of those negative reviews. Are they recent and consistent? Or just a one-off? I’d also check reliable food blogs or critic reviews again, especially since this place had great feedback from professionals. If possible, I’d call the restaurant to ask if they’re aware of any recent incidents. Given how last-minute this is, and the fact that most nearby places are full, I’d lean toward keeping the booking unless I find solid evidence that the issue is ongoing. It’s not ideal, but cancelling now with no backup would ruin Friend B’s birthday more than a small risk might. So, unless I uncover something serious, I’d stick with the original plan and go, but maybe avoid any raw seafood just in case."
R_9LcntUWi1nBzmM6,"A. I'd be irritated, conscious as to whether they said that because they disliked me, were tired, or genuinely concerned about going to the restaurant. B. I would reassure them about the reviews and confirm they were sure about not going, assuring them it would be fine if not. C. Depends how long I have known that person for firstly, then I would choose if the reason was valid, in this case I would find it wasn't, then ask for clarification on there reasoning to get more insight into whether they were speaking the truth. D. Again would confirm with them their decision and ask if they would still want to go out that night, reassuring it would be ok if not. I would change plans if they were uncomfortable or unsure, otherwise I would reassure them about the food and keep the booking."
R_49uZMYwK4FPR2Jv,"I would feel very frustrated as to have last minute change, especially if they had not given a helping hand prior to making the decision. I'd respond to their text message, letting them know that if they want to change the booking, they are free to but I personally would like to continue on with the plan as it is hard to find a different restaurant so quickly. I would take into consideration the reviews about food poisoning and suggest that we simply avoid ordering specific dishes. The final decision would be for me to keep the reservation or ask Friend B for their opinion on the matter. If they are indifferent, it would be up to Friend A to cancel the booking and find a new restaurant themselves. Otherwise, the reservation will stay and proceed."
R_4s5dRRD2FdMG1BY,"A: Who does Friend A think she is, I bowed the dinner all on my own and she is trying to undermine my plan. Does she really think I wouldn’t look at reviews before booking the place. B: It would be dependable o my relationship with Friend B, but f she as a close friend,I would sincerely tell her that we’re going here if you like it or not C: I’ll will consolidate my information an double check the reviews,,,if the review seem to be trust worthy, I’ll go with my own information. However, if the informations untrustworthy worthy, I’ll take friend B information into consideration D: ‘lol call the restaurant and consolidate all the information I need"
R_9qYtBzsH2T1JLt7,"i felt very gutted when the friend sent the negative reviews of the restaurant, and there is some doubt in my mind about the legitimacy of those reviews, as I remember the restaurant having some positive reviews in regards to its atmosphere and the food there. I would ask friend a where they got and sourced the information from, as it would be highly unlikely they got the information from a reputable source if i have already read the reviews and they were all, if not, mostly positive about the restaurant. I would consider where i got the info from, as well as my friend, and i will use that information to decide which info is trustworthy and which ones aren’t. I’ wont take any actions before choosing I would change plans"
R_42MC2sq8D1AMHgC,"A. First I am a bit annoyed at the lack of his communication with me to his opposition to my idea that he had no contirbutino to. Iwonder why he stopped responding. B. I would encourage Friend A to stick to the plan, that food poisoning is not that huge of a deal (for me at lesat so it would be calm) C. Check if the said reviews are recent, but food poisoning can also happen in any place D. Do thing. My final choice is to stick to the plan becuase I have already made a non-refundable deposit, the birthday friend already knows where it is, and it will be highest convenience."
R_9H2EgGSHs88CCFX,"a) immediate gut reaction is upset, disappointed and nervous b) i would say that its up to them to show up or not but they must pay me back for the deposit if they don't show and that i'm upset with the lack of communication we had c) i would have checked the review for myself to actually see if it was credible or an excuse my friend had made, d) see if there is anything like that restaurant as an alternative final choice would have been to stick to the restaurant and not change plans"
R_9ckoGSppiMihfQB,oh my days nah were going critics critics again we goin
R_9gKWvGKZjF95Y4x,"My immediate emotional reaction would be that my friend needs to consider the lengths I went to; e.g booking the restaurant and paying the non-refundable fee. I would kindly reply reassuring her that the restaurant has good reviews, and maybe send a screenshot of the majority reviews that show this. I would then say that I don’t mind going elsewhere if they really are persistent on it. We would probably discuss back and forth our options, reviewing the restaurant together form multiple sources and forming our opinion. We would keep the plans, unless really heated argument arises and its non-negotiation from my friend."
R_4DIOFgBmrAWKKl6,"My immediate reaction would be anger or annoyance as Friend A did not seem interested in helping. I would tell them about the critics reviews and say its worth giving it a go as its so last minute. I believe the information from critics is trustworthy as they do it as a job. I would look further into reliable sources about the validity of the food poisoning claims. I would keep the booking and ensure that the foood seems okay to eat, unless a more reliable solution was presented."
R_47njEZ9mGdQQAmJ,"friend a needs to fuck off, if they didn't want to go to that fucking restaurant then they should've been involved from the start instead of fucking ghosting me and making me choose the place, not only that but the place is fucking non-refundable, i don't gaf if they don't want to go, imma fucking go regardless. I'd probably text them something semi passive aggressive like: Hey! I didn't realise that you had such a concern from food poisoning, however, it is possible to get food poisoning at any restaurant and we don't know if they got food poisoning from that restaurant or from something else they'd eaten that day. Furthermore, they have amazing reviews from food critics and it's a type of food I believe our friend would like. If you had concerns about this dinner place then you should have shared them when we were meant to be planning where to go. Not three hours before when it would be impossible to get another booking at a place i know our friend would enjoy, and after I've paid a non-refundable booking fee. If it so deeply concerns you then you can reimburse me the booking fee and book another place but I truly don't think its much of a concern. Keep the booking: disrespectful to change that last minute, non-refundable fee, should've been involved from the beginning, unlikely to get a booking at another place, they should fuck right off."
R_4WIL6fzUqy0uy2G,"I would be pretty pissed, although I would have very likely to avoid non-refundable deposit for booking to beginning (I didn't know that this was a thing even). I would first text friend A asking why they would tell me such thing at the very last minute instead of helping, possibly some mild rage baiting and guilt tripping them. I most likely won't be able to decide whenever the information is trustworthy, as it's the internet and worse it's Google Reviews, literally anybody can write on there. I would most likely change plans to a less expensive restaurant (if this one was expensive) but maybe somewhere that I know is good and possible delay the birthday for a day or so. I would confirm it with friend B. In the case where they are busy or don't like the delay, I would change plans to maybe another area to celebrate the birthday."
R_4SiwDEt39qYpx6u,"A) Wondering why Friend A is only responding now; Considering what I know about Friend A and their situation, take a few moments to come up with possible reasons. B) ""What's been going on, you didn't respond to any of my messages since last month. Are you okay?"" C&D) I would go and check those google reviews myself, see how reliable they seem (i.e. whether they seem like spam or bots, or whether they're actually nuanced, thoughtful reviews); compare the dates of those google reviews and the critic reviews. * It seems like important information to take into consideration, so I would appreciate receiving it even if the timing is bad. Unless there's enough good evidence that the restaurant is bad quality, I'd likely keep the booking plan. I would also take the deposit price into consideration, as well as whether or not we know any other good available restaurants. I would perhaps be more careful about what we order if there are specific dishes that were reported to give food poisoning."
R_9DqIf4wJEjv36cP,"I would firstly be surprised that the the restaurant would have such poor experiences, especially upon remembering the high acclimations from critics. I would tell Friend A that its probably just once off situations, and that we should try it ourselves considering our limited options. I would choose to keep our booking and go to the restaurant. In addition, other restaurants would probably be fully booked or have no space for us on such short notice, so unless there was another option for eating then the initial restaurant is our only option. I would also maybe conduct my own research on the reviews, in ortder to verify legitimacy"
R_9dugL9haczQVFjn,What is she on about? and be confused Then I msg saying I checked all the reviews its fine plus we literally can't go anywhere else I trust the online reviews that I have read as the friend hasn't put any effort in to even try to help I would keep the booking and tell the friend to be ready and at the restaurant by the booking time
R_9h5u12dwC5eG2Z6,"The moment I read Friend A’s message, my first reaction is frustration. They ignored my texts a month ago when I asked for help with booking, and now—three hours before the dinner—they suddenly want to question the choice? That feels both inconsiderate and unhelpful. I want to tell them, “You could have raised this much earlier,” but I also know getting into an argument right now will not solve the problem. I remind myself that I chose this restaurant after reading several positive professional reviews from trusted food critics. One or two bad Google Reviews do not necessarily mean the place is unsafe; sometimes online reviews are exaggerated or even fake. Still, food safety is important, so I would quickly check recent official health inspection reports online and scan multiple review platforms to see if there’s a genuine pattern of complaints. Given the time constraints, the fact that I’ve paid a non-refundable deposit, and that the majority of sources praise the restaurant’s quality, I decide to keep the booking. I believe the information I originally trusted remains more reliable than a couple of negative online comments, especially on such short notice."
R_9GDETN8lfI96G4x,"Why did you disappear when we were supposed to work on this together? And now, after I handled everything on my own, you suddenly show up—just to criticize my choice? Honestly, I’m frustrated. I spent time researching, made the reservation, and even paid a non-refundable deposit. Now, with just three hours to go, you send me screenshots about food poisoning? Of course, no restaurant wants something like that to happen—it must’ve been an isolated case. The critics loved this place. And let’s be real: it’s Friday evening, most places are already full. What exactly do you expect me to do now? Cancel everything based on a few bad reviews, risk losing the deposit, and scramble to find a new spot last-minute? It feels like you’re not even considering how much effort I’ve put in. At this point, I’m leaning toward keeping the booking. Unless something really urgent comes up, we’re going."
R_9PvWDImxOitPjFi,I immediately feel anxious and then guilty for not checking for reviews thoroughly. I would then be annoyed about the disappearance of Friend A. I would tell them that I had already made the booking and that it was nonrefundable. If there is no availbility elsewhere I would keep the booking.
R_4lSNZLsjvNgORxZ,"It might be a little late too change now, maybe if you spoke up earlier it would have been helpful. I have checked many reviews and they say that this restraunt is good and trustworthy. Lets just stick too it."
R_4s0LyD7vCcmzXcA,"When I read the message of Friend A, I felt depressed because no one helped to complete the plan before the birthday, and no one returned any messages to me. Near the beginning of the activity, they showed up and disrupted my plan. I might ask Friend A: Why didn't you reply to my messages before and agree to these decisions? Because I have been disappointed with them. I will check the user name and comment release date to confirm the authenticity of these messages."
R_4Yh9KMaB7T35VHH,"well why didn't they tell me right away? they just stopped responding and we had a month to decide this. i'd be quite upset. what's A's reason for doing that?? do they not actually want to go, do they want to pin it all on me so they can blame me if something's wrong? are they trying to ruin B's special day? id say ""why are you telling me this now?? we can't go anywhere else and my research showed its a good place. im sorry man but unless you can find somewhere else or come up with an alternative somehow then we're going there. you dont have to come if you dont want to lol"" i'd also check the google review accounts to see if they were recently created, their history etc. wow im a little paranoid. basically if i found that they were created only for this i would just go with B and ignore what A said, if they come they can come but i'll talk to them privately afterward and tell B about it sometime"
R_4PRyBwd0Rj1hXAv,Friend A doesn't have the right to suddenly decide that they want to change the resturant when they did not take the responsibility to choose it with me like we had planned. I'd tell Friend A that it is too late to change resturants and they they should of helped me in the beginning if they had a preference. Since the restaurants has had consistently good reviews and the one my friend showed me was a minority I would still consider going and keep the booking. However before that I would check that the food critic reviews are still there.
R_4oYj8hpyfzkL4qd,"I would immediately be quite annoyed, I'd tell Friend A that I had already booked and made a non refundable deposit. I'd show them the food reviews from critics. I'd then convince them to continue with the restruant that I had booked"
R_9ysX3HF7qQg4tjz,"Ugh, are you kidding me? Friend A is texting now? After ghosting me for a month when I needed help booking? My first thought is pure frustration—where were they when I was scrambling to find a place, putting down my own money for the deposit? Now, three hours before dinner, they’re suddenly an expert with Google Reviews? I should do a quick check: maybe look up the restaurant’s health inspection score online. Most places post that, and it’s a solid indicator. Also, text Friend B—maybe they’ve heard anything about the spot? But I don’t want to panic them. And, nearby venues are full. If we cancel, we might end up with no place for B’s birthday. The deposit is non-refundable, so that’s money down the drain. I’ll keep the booking. The critics’ reviews are more trustworthy, the timing is too tight to change, and Friend A’s sudden concern feels unearned. I’ll mention the health check to ease any worries, but we’re going."
R_4EGgUEbaGhlE4RE,"I would be annoyed and irritated that Friend A would have the audacity to complain about my choice of restaurant when s/he did not help at all. I would then also feel like friend a is undermining my ability and to think that I would reserve a restaurant without looking at reviews would slightly offend me. It would have been better had it been not three hours before the dinner, and if that friend had checked other platforms other than just google. I would say to Friend A that I chose that restaurant based on food critiques and could not get her feedback since she did not respond to my text. I would ask her to at least try it out considering how difficult it is to book other restaurants right now. I would not show irritatedness since it would start the night on the wrong foot. I would accept the information from google review but will keep in mind of food critiques as well. I would think that the food critiques may be biased if they are promoted, and owning up to that. I would end up doing further research and if its all accurate and consistent then I would proceed with compromising with friend a and reassuring her to go to the planned restaurant."
R_9cSz6xO81NhYah9,"that is so annoying if they had helped me plan and find a restaurant in the first place we wouldnt have to second guess the place. its gonna be impossible to find a restaurant in 3 hours and the google reviews only had CLAIMS regarding food poisoning, no one could have confirmed that they got it from there so we can risk it. im the one who paid the deposit so to her it doesnt matter because she didnt even help plan it whatever. id tell her that its too late now and we dont have any other options, lets just go and order things that would be lessl ikely to give us food poisoning. i do a final search on google, yelp, critics, and tiktok about the restaurant before confirming. but ultimately i think we will settle for this restaurant as we are 3 hours out and have no other possible options."
